id,name,product_priority,delivery_rank,decision,workstream_title,remaining,native,python,ui,priority_reason
addmode.imported power,imported power,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.imported wavelength start,imported wavelength start,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.imported wavelength stop,imported wavelength stop,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.injection axis,injection axis,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.maximum convolution time window,maximum convolution time window,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.mode selection,mode selection,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.name,name,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.number of field profile samples,number of field profile samples,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.number of trial modes,number of trial modes,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.offset,offset,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.optimize for short pulse,optimize for short pulse,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.override global source settings,override global source settings,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.phase,phase,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.phi,phi,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.pulse type,pulse type,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.pulselength,pulselength,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.rotation offset,rotation offset,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.selected mode number,selected mode number,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.set frequency,set frequency,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.set maximum convolution time window,set maximum convolution time window,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.set time domain,set time domain,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.set wavelength,set wavelength,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.theta,theta,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.type,type,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.use global source settings,use global source settings,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.use relative coordinates,use relative coordinates,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.wavelength span,wavelength span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.wavelength start,wavelength start,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.wavelength stop,wavelength stop,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.x,x,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.x max,x max,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.x min,x min,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.x span,x span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.x0,x0,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.y,y,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.y max,y max,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.y min,y min,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.y span,y span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.y0,y0,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.z,z,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.z max,z max,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.z min,z min,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.z span,z span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmode.z0,z0,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.align to frequency monitor center,align to frequency monitor center,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.auto update,auto update,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.bend location,bend location,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.bend location X,bend location X,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.bend location Y,bend location Y,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.bend location Z,bend location Z,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.bend orientation,bend orientation,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.bend radius,bend radius,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.bent waveguide,bent waveguide,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.custom frequency samples,custom frequency samples,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.down sample X,down sample X,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.down sample Y,down sample Y,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.down sample Z,down sample Z,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.enabled,enabled,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.frequency center,frequency center,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.frequency points,frequency points,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.frequency span,frequency span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.maximum frequency,maximum frequency,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.maximum wavelength,maximum wavelength,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.minimum frequency,minimum frequency,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.minimum wavelength,minimum wavelength,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.mode selection,mode selection,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.monitor type,monitor type,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.name,name,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.override advanced global monitor settings,override advanced global monitor settings,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.override global monitor settings,override global monitor settings,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.phi,phi,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.rotation offset,rotation offset,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.sample spacing,sample spacing,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.selected mode numbers,selected mode numbers,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.theta,theta,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.type,type,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.use relative coordinates,use relative coordinates,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.use source limits,use source limits,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.use wavelength spacing,use wavelength spacing,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.wavelength center,wavelength center,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.wavelength span,wavelength span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.x,x,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.x max,x max,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.x min,x min,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.x span,x span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.y,y,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.y max,y max,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.y min,y min,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.y span,y span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.z,z,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.z max,z max,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.z min,z min,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addmodeexpansion.z span,z span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.NA,NA,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.additional delay,additional delay,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.amplitude,amplitude,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.angle,angle,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.angle phi,angle phi,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.angle theta,angle theta,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.angle to wavevector conversion,angle to wavevector conversion,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.bandwidth,bandwidth,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.beam diameter,beam diameter,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.beam parameters,beam parameters,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.beam radius wz,beam radius wz,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.center frequency,center frequency,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.center wavelength,center wavelength,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.current index,current index,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.direction,direction,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.direction definition,direction definition,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.distance from focus,distance from focus,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.distance from waist,distance from waist,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.divergence angle,divergence angle,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.eliminate dc,eliminate dc,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.eliminate discontinuities,eliminate discontinuities,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.enabled,enabled,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.fill lens,fill lens,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.frequency,frequency,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.frequency dependent profile,frequency dependent profile,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.frequency point,frequency point,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.frequency span,frequency span,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.frequency start,frequency start,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.frequency stop,frequency stop,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.injection axis,injection axis,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.kx,kx,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.ky,ky,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.kz,kz,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.lens diameter,lens diameter,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.maximum convolution time window,maximum convolution time window,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.name,name,P1,8,required,소스·모드·정규화,False,implemented,implemented,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.number of field profile samples,number of field profile samples,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.number of plane waves,number of plane waves,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.offset,offset,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.optimize for short pulse,optimize for short pulse,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.override global source settings,override global source settings,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.phase,phase,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.plane wave type,plane wave type,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.polarization angle,polarization angle,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.polarization definition,polarization definition,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.pulse type,pulse type,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.pulselength,pulselength,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.set frequency,set frequency,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.set maximum convolution time window,set maximum convolution time window,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.set time domain,set time domain,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.set wavelength,set wavelength,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.source shape,source shape,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.type,type,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.use custom pupil function,use custom pupil function,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.use global source settings,use global source settings,P1,8,required,소스·모드·정규화,True,partial,partial,implemented,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.use relative coordinates,use relative coordinates,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.use scalar approximation,use scalar approximation,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.use thin lens,use thin lens,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.ux,ux,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.uy,uy,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.uz,uz,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.waist radius w0,waist radius w0,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
addplane.wavelength point,wavelength point,P1,8,required,소스·모드·정규화,True,missing,missing,missing,"단방향 여기, 모드 포트와 검증된 전송 목적함수가 실제 소자 설계에 필요하다."
